asin,number_of_reviews,number_of_stars,price,product_name
"/Phone-Ladekabel-5Pack-Zertifiziert-iPhone-Schwarz-wei%C3%9F/dp/B07WZDWMMW?_encoding=UTF8&psc=1,/product-reviews/B07WZDWMMW,/product-reviews/B07WZDWMMW,/Phone-Ladekabel-5Pack-Zertifiziert-iPhone-Schwarz-wei%C3%9F/dp/B07WZDWMMW?_encoding=UTF8&psc=1",1.001,"4,9 von 5 Sternen","10,99 €","
            TNSO Phone Ladekabel, 5Pack [3/3/6/6/10 FT] Nylon Phone Kabel [MFi Zertifiziert] für iPhone XS/XS MAX/XR/8/8 plus/7/7 Plus, iPad Air
        "
"/TORRAS-Panzerglas-Schutzfolie-Anti-Scratch-Handyh%C3%BClle-Schwarz/dp/B07VSLWK19?_encoding=UTF8&psc=1,/product-reviews/B07VSLWK19,/product-reviews/B07VSLWK19,/TORRAS-Panzerglas-Schutzfolie-Anti-Scratch-Handyh%C3%BClle-Schwarz/dp/B07VSLWK19?_encoding=UTF8&psc=1",36,"4,7 von 5 Sternen","12,99 €","
            TORRAS Ultra Dünn iPhone 11 Hülle mit Panzerglas, [1 Hülle+1 Panzerglas] Schutzfolie Slim Stoßfest iPhone 11 Case Tasche Schale Hardcase Matt Anti-Scratch Cover Handyhülle für iPhone 11 - Schwarz
        "
"/TORRAS-Transparent-Aufger%C3%BCstet-Handyh%C3%BClle-Schutzh%C3%BClle/dp/B07VX691CC?_encoding=UTF8&psc=1,/TORRAS-Transparent-Aufger%C3%BCstet-Handyh%C3%BClle-Schutzh%C3%BClle/dp/B07VX691CC?_encoding=UTF8&psc=1",,,"15,99 €",
"/DIVI-Ladeger%C3%A4t-Ganzmetall-Adapter-Aluminium-Legierung-Schwarz/dp/B0794PNBBP?_encoding=UTF8&psc=1,/product-reviews/B0794PNBBP,/product-reviews/B0794PNBBP,/DIVI-Ladeger%C3%A4t-Ganzmetall-Adapter-Aluminium-Legierung-Schwarz/dp/B0794PNBBP?_encoding=UTF8&psc=1",1.383,"4,5 von 5 Sternen","9,99 €","
            DIVI Auto Ladegerät, Mini Zigarettenanzünder USB Ladegerät 12V/ 24V KFZ Ladegerät 2-Port 24W/ 4.8A mit Aluminium-Legierung Gehäuse für iPhone XR/Xs Max, Samsung Galaxy S8, Huawei Und mehr (Schwarz)
        "
"/TORRAS-Hybrid-Transparent-Sto%C3%9Ffest-Handyh%C3%BClle/dp/B07VSNX4GG?_encoding=UTF8&psc=1,/product-reviews/B07VSNX4GG,/product-reviews/B07VSNX4GG,/TORRAS-Hybrid-Transparent-Sto%C3%9Ffest-Handyh%C3%BClle/dp/B07VSNX4GG?_encoding=UTF8&psc=1",25,"4,9 von 5 Sternen","15,99 €","
            TORRAS HD Hybrid iPhone 11 Hülle [Transparent & Anti Gelb] Stoßfest Klar iPhone 11 Case Hard PC Back & Soft TPU Bumper Cover Handyhülle für iPhone 11 - Transparent
        "
"/SVMUU-Fieberthermometer-Stirnthermometer-Speicherfunktion-Hochtemperaturalarm-Gr%C3%BCn/dp/B07J5W3LN8?_encoding=UTF8&psc=1,/product-reviews/B07J5W3LN8,/product-reviews/B07J5W3LN8,/SVMUU-Fieberthermometer-Stirnthermometer-Speicherfunktion-Hochtemperaturalarm-Gr%C3%BCn/dp/B07J5W3LN8?_encoding=UTF8&psc=1",968,"4,5 von 5 Sternen","19,99 €","
            SVMUU Fieberthermometer Stirnthermometer Ohrthermometer, Infrarot Thermometer für Babys, Erwachsene und Objekte，1 Sekunde Messzeit, Speicherfunktion, Hochtemperaturalarm genehmigt (CE) / ROHS/FDA
        "
"/OMOTON-Schutzfolie-Plus-Anti-Kratzer-Anti-Bl%C3%A4schen-durchsichtig/dp/B0787SZTQV?_encoding=UTF8&psc=1,/OMOTON-Schutzfolie-Plus-Anti-Kratzer-Anti-Bl%C3%A4schen-durchsichtig/dp/B0787SZTQV?_encoding=UTF8&psc=1",,,"8,99 €",
"/AmazonBasics-Hochgeschwindigkeits-HDMI-Kabel-2-0-Ethernet-4K-Videowiedergabe-Schwarz/dp/B014I8T0YQ?_encoding=UTF8&psc=1,/product-reviews/B014I8T0YQ,/product-reviews/B014I8T0YQ,/AmazonBasics-Hochgeschwindigkeits-HDMI-Kabel-2-0-Ethernet-4K-Videowiedergabe-Schwarz/dp/B014I8T0YQ?_encoding=UTF8&psc=1",3.451,"4,6 von 5 Sternen","6,79 €","
            AmazonBasics Hochgeschwindigkeits-HDMI-Kabel 2.0, Ethernet, 3D, 4K-Videowiedergabe und ARC, Ultra-HD, 3 m
        "
"/%E3%80%90Neuestes-Antimi-Kopfhoerer-Digitalanzeige-Wasserdicht/dp/B07NQ7ZN4C?_encoding=UTF8&psc=1,/%E3%80%90Neuestes-Antimi-Kopfhoerer-Digitalanzeige-Wasserdicht/dp/B07NQ7ZN4C?_encoding=UTF8&psc=1",,,"45,99 €",
"/TORRAS-Transparent-Schutzh%C3%BClle-Durchsichtige-Handyh%C3%BClle/dp/B07VW6QM33?_encoding=UTF8&psc=1,/product-reviews/B07VW6QM33,/product-reviews/B07VW6QM33,/TORRAS-Transparent-Schutzh%C3%BClle-Durchsichtige-Handyh%C3%BClle/dp/B07VW6QM33?_encoding=UTF8&psc=1",22,"5,0 von 5 Sternen","12,99 €","
            TORRAS Crystal Clear iPhone 11 Hülle, Transparent [Anti-Gelb] Dünn iPhone 11 Case Schutzhülle Silikon Klar Slim Stoßfest Clear Durchsichtige Bumper Cover Handyhülle für iPhone 11 - Transparent
        "
"/AmazonBasics-Verbindungskabel-Lightning-auf-USB-geflochten-zertifiziert/dp/B01F9RH0R4?_encoding=UTF8&psc=1,/product-reviews/B01F9RH0R4,/product-reviews/B01F9RH0R4,/AmazonBasics-Verbindungskabel-Lightning-auf-USB-geflochten-zertifiziert/dp/B01F9RH0R4?_encoding=UTF8&psc=1",1.271,"4,5 von 5 Sternen","7,99 €","
            AmazonBasics Verbindungskabel Lightning-auf-USB-A, Nylon, geflochten, 1,8 m, zertifiziert von Apple, Dunkelgrau
        "
"/Fitbit-Charge-3-Gesundheits-Fitness-Tracker/dp/B07G3M7T7L,/Fitbit-Charge-3-Gesundheits-Fitness-Tracker/dp/B07G3M7T7L",,,"119,99 € - 214,03 €",
"/UTECTION-Panzerglas-iPhone-Installationsrahmen-Panzerglasfolie-2x-Schwarz/dp/B07K17NZTP?_encoding=UTF8&psc=1,/product-reviews/B07K17NZTP,/product-reviews/B07K17NZTP,/UTECTION-Panzerglas-iPhone-Installationsrahmen-Panzerglasfolie-2x-Schwarz/dp/B07K17NZTP?_encoding=UTF8&psc=1",508,"4,7 von 5 Sternen","12,99 €","
            UTECTION 2X Full Screen Schutzglas 3D für iPhone XR & iPhone 11 (6.1"") - Perfekte Anbringung Dank Rahmen - Premium Displayschutz 9H Glas - Kompletter Schutz Vorne - Folie Schutzfolie Schwarz Clear
        "
"/Displayschutzfolie-Geh%C3%A4rtetes-Premium-Zubeh%C3%B6r-Bruchsicherer-Schutzfolie-klar/dp/B076BNZY8X?_encoding=UTF8&psc=1,/Displayschutzfolie-Geh%C3%A4rtetes-Premium-Zubeh%C3%B6r-Bruchsicherer-Schutzfolie-klar/dp/B076BNZY8X?_encoding=UTF8&psc=1",,,"5,95 €",
"/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/dp/B01MG62Z5M?_encoding=UTF8&psc=1,/product-reviews/B01MG62Z5M,/product-reviews/B01MG62Z5M,/JBL-Ear-Kopfh%C3%B6rer-Steuerung-Mikrofon-schwarz/dp/B01MG62Z5M?_encoding=UTF8&psc=1",851,"4,0 von 5 Sternen","9,99 €","
            JBL T110 In-Ear-Kopfhörer mit Steuerung und Mikrofon schwarz
        "
"/AmazonBasics-Vorgeladene-Ni-MH-AAA-Akkus-Akkubatterien-Wei%C3%9F/dp/B00CWNMW1S?_encoding=UTF8&psc=1,/product-reviews/B00CWNMW1S,/product-reviews/B00CWNMW1S,/AmazonBasics-Vorgeladene-Ni-MH-AAA-Akkus-Akkubatterien-Wei%C3%9F/dp/B00CWNMW1S?_encoding=UTF8&psc=1",1.336,"4,3 von 5 Sternen","6,29 €","
            AmazonBasics Vorgeladene Ni-MH AAA-Akkus - Akkubatterien (1.000 Zyklen, typisch 800mAh, minimal 750mAh) 4 Stck (Äußere Hülle kann von Darstellung abweichen)
        "
"/andobil-Handyhalter-Handyhalterung-Universale-Smartphone/dp/B07Q7XZ36X?_encoding=UTF8&psc=1,/product-reviews/B07Q7XZ36X,/product-reviews/B07Q7XZ36X,/andobil-Handyhalter-Handyhalterung-Universale-Smartphone/dp/B07Q7XZ36X?_encoding=UTF8&psc=1",318,"4,8 von 5 Sternen","19,99 €","
            andobil Handyhalter fürs Auto Handyhalterung Lüftung & Saugnapf Halterung 3 in 1 Universale KFZ Handyhalterung Smartphone Halterung für iPhone11/ 11 Pro/Samsung Galaxy Note10/S10/HUAWEI Xiaomi LG usw
        "
"/Gritin-Datenkabel-Geflochtene-Robust-Daten%C3%BCbertragung-Grau/dp/B07CJJHVKX?_encoding=UTF8&psc=1,/product-reviews/B07CJJHVKX,/product-reviews/B07CJJHVKX,/Gritin-Datenkabel-Geflochtene-Robust-Daten%C3%BCbertragung-Grau/dp/B07CJJHVKX?_encoding=UTF8&psc=1",1.553,"4,3 von 5 Sternen","7,99 €","
            Gritin USB C Kabel, Typ C Kabel, 3 Pack [1m+1.5m+2m] Datenkabel Nylon Geflochtene Robust stabil Datenübertragung für Typ C Geräte 2018
        "
"/Fujifilm-Instax-Mini-Kamera-blau/dp/B06Y68YRTF?_encoding=UTF8&psc=1,/Fujifilm-Instax-Mini-Kamera-blau/dp/B06Y68YRTF?_encoding=UTF8&psc=1",,,"59,00 €",
"/ENACFIRE-Soundwork-HD-Klangqualit%C3%A4t-2600mAh-Ladebox-IPX5-schwarz/dp/B07RVNCBJF?_encoding=UTF8&psc=1,/product-reviews/B07RVNCBJF,/product-reviews/B07RVNCBJF,/ENACFIRE-Soundwork-HD-Klangqualit%C3%A4t-2600mAh-Ladebox-IPX5-schwarz/dp/B07RVNCBJF?_encoding=UTF8&psc=1",735,"4,9 von 5 Sternen","27,26 €","
            ENACFIRE Soundwork Future Plus Bluetooth Kopfhörer, Bluetooth 5.0 in Ear Sport Kabellose Ohrhörer, Headset HD-Klangqualität 104h Spielzeit Kopfhörer mit eingebautem Mikrofon, 2600mAh-Ladebox, IPX5
        "
"/JBL-Tune500BT-Ear-Bluetooth-Kopfh%C3%B6rer-Schwarz/dp/B07HGG85HL?_encoding=UTF8&psc=1,/JBL-Tune500BT-Ear-Bluetooth-Kopfh%C3%B6rer-Schwarz/dp/B07HGG85HL?_encoding=UTF8&psc=1",,,"39,99 €",
"/Amazon-Kindle-Paperwhite-Wasserfest-Doppeltem-Speicherplatz/dp/B07747FR44?_encoding=UTF8&psc=1,/product-reviews/B07747FR44,/product-reviews/B07747FR44,/Amazon-Kindle-Paperwhite-Wasserfest-Doppeltem-Speicherplatz/dp/B07747FR44?_encoding=UTF8&psc=1",4.301,"4,5 von 5 Sternen","119,99 €","
            Kindle Paperwhite, wasserfest, 6 Zoll (15 cm) großes hochauflösendes Display, 8 GB – mit Spezialangeboten - Schwarz
        "
"/Umi-Amazon-Ear-Kopfh%C3%B6rer-Intelligenten-Metall-Ladeetui-Grau/dp/B07N428SG9?_encoding=UTF8&psc=1,/product-reviews/B07N428SG9,/product-reviews/B07N428SG9,/Umi-Amazon-Ear-Kopfh%C3%B6rer-Intelligenten-Metall-Ladeetui-Grau/dp/B07N428SG9?_encoding=UTF8&psc=1",197,"3,9 von 5 Sternen","39,97 €","
            Umi. by Amazon - TWS Bluetooth 5.0 IPX7 W5s Kabellose In-Ear-Kopfhörer für iPhone, Samsung, Huawei mit Patentiertem Intelligenten Metall-Ladeetui (Grau)
        "
"/Anker-doppelt-geflochtenes-Ladekabel-Samsung-Schwarz/dp/B07DC5PPFV?_encoding=UTF8&psc=1,/product-reviews/B07DC5PPFV,/product-reviews/B07DC5PPFV,/Anker-doppelt-geflochtenes-Ladekabel-Samsung-Schwarz/dp/B07DC5PPFV?_encoding=UTF8&psc=1",182,"4,5 von 5 Sternen","6,49 €","
            Anker USB C Kabel, Typ C Kabel [2 Stück] 1,8 m Nylon Type C Ladekabel für Samsung Galaxy S10 S9 S8 Plus,Note 9 8,LG G5 G6 V20,HTC 10 U11, Huawei Honor, P20 Lite P10 P9, Mate9 10 usw (Schwarz)
        "
"/Rankie-Verbindungskabel-Displayport-Aufl%C3%B6sung-Schwarz/dp/B00Z05JMKO?_encoding=UTF8&psc=1,/product-reviews/B00Z05JMKO,/product-reviews/B00Z05JMKO,/Rankie-Verbindungskabel-Displayport-Aufl%C3%B6sung-Schwarz/dp/B00Z05JMKO?_encoding=UTF8&psc=1",759,"4,4 von 5 Sternen","6,99 €","
            Rankie Verbindungskabel Displayport (DP) auf HDMI , 4K Auflösung Kabel, 1,8 m, Schwarz
        "
"/Bovon-Bluetooth-Transmitter-Freisprecheinrichtung-Ladeger%C3%A4t/dp/B074W5P551?_encoding=UTF8&psc=1,/product-reviews/B074W5P551,/product-reviews/B074W5P551,/Bovon-Bluetooth-Transmitter-Freisprecheinrichtung-Ladeger%C3%A4t/dp/B074W5P551?_encoding=UTF8&psc=1",1.080,"4,4 von 5 Sternen","16,99 €","
            Bovon Bluetooth FM Transmitter, Auto Radio Bluetooth Adapter Freisprecheinrichtung mit Mikrofon, Dual USB Ladegerät 5V/3.4A (Silber)
        "
"/OMOTON-Panzerglasfolie-Positionierhilfe-Anti-Kratzen-Anti-Bl%C3%A4schen-durchsichtig/dp/B07GSLM2VT?_encoding=UTF8&psc=1,/product-reviews/B07GSLM2VT,/product-reviews/B07GSLM2VT,/OMOTON-Panzerglasfolie-Positionierhilfe-Anti-Kratzen-Anti-Bl%C3%A4schen-durchsichtig/dp/B07GSLM2VT?_encoding=UTF8&psc=1",613,"4,3 von 5 Sternen","8,99 €","
            OMOTON [3 Stück] Schutzfolie für iPhone 11 Pro Max und iPhone XS Max [6.5 Zoll], Panzerglasfolie mit Positionierhilfe, Anti-Kratzen, Anti-Öl, Anti-Bläschen, Hülle Freundllich, 2.5D Kante
        "
"/TORRAS-Transparent-Anti-Gelb-Schutzh%C3%BClle-Handyh%C3%BClle/dp/B07VRKBKZF?_encoding=UTF8&psc=1,/product-reviews/B07VRKBKZF,/product-reviews/B07VRKBKZF,/TORRAS-Transparent-Anti-Gelb-Schutzh%C3%BClle-Handyh%C3%BClle/dp/B07VRKBKZF?_encoding=UTF8&psc=1",31,"4,9 von 5 Sternen","12,99 €","
            TORRAS Crystal Clear iPhone 11 Pro Hülle, Transparent [Anti-Gelb] Dünn iPhone 11 Pro Case Schutzhülle Silikon Klar Slim Stoßfest Clear Bumper Cover Handyhülle für iPhone 11 Pro - Transparent
        "
"/SPARIN-Panzerglas-Schutzfolie-Anti-Kratzen-Blasenfrei-Wei%C3%9F/dp/B07KJ87WPV?_encoding=UTF8&psc=1,/product-reviews/B07KJ87WPV,/product-reviews/B07KJ87WPV,/SPARIN-Panzerglas-Schutzfolie-Anti-Kratzen-Blasenfrei-Wei%C3%9F/dp/B07KJ87WPV?_encoding=UTF8&psc=1",253,"4,6 von 5 Sternen","6,99 €","
            SPARIN [4 Stück] Panzerglas Schutzfolie für iPhone XR / iPhone 11, mit [9H Härte] [Anti-Kratzen] [Blasenfrei] [2.5D Rand] [HD Klar]
        "
"/Bose-QuietComfort-Wireless-Kopfh%C3%B6rer-Standard-Schwarz/dp/B0756CYWWD?_encoding=UTF8&psc=1,/product-reviews/B0756CYWWD,/product-reviews/B0756CYWWD,/Bose-QuietComfort-Wireless-Kopfh%C3%B6rer-Standard-Schwarz/dp/B0756CYWWD?_encoding=UTF8&psc=1",1.421,"4,4 von 5 Sternen","259,00 €","
            Bose QuietComfort 35 Wireless Kopfhörer II (mit Amazon Alexa), schwarz
        "
"/Mpow-Bluetooth-Kopfh%C3%B6rer-Wasserdicht-Sportkopfh%C3%B6rer-Rot-Schwarz/dp/B0753VDT2N?_encoding=UTF8&psc=1,/product-reviews/B0753VDT2N,/product-reviews/B0753VDT2N,/Mpow-Bluetooth-Kopfh%C3%B6rer-Wasserdicht-Sportkopfh%C3%B6rer-Rot-Schwarz/dp/B0753VDT2N?_encoding=UTF8&psc=1",2.703,"4,3 von 5 Sternen","21,99 €","
            Mpow Flame Bluetooth Kopfhörer, IPX7 Wasserdicht Kopfhörer Sport, 7-10 Stunden Spielzeit/Bass+ Technologie, Sportkopfhörer Joggen/Laufen Bluetooth 4.1, In Ear Kopfhörer mit Mikrofon für iPhone Android
        "
"/Prepaid-Sim-Karte-USA-Unbegrenzte-internationale/dp/B01JZ5W9Y0?_encoding=UTF8&psc=1,/Prepaid-Sim-Karte-USA-Unbegrenzte-internationale/dp/B01JZ5W9Y0?_encoding=UTF8&psc=1",,,"18,29 €",
"/Varta-Rechargeable-vorgeladener-wiederaufladbar-Memory-Effekt-Chrom-Gr%C3%BCn/dp/B000EGQT78?_encoding=UTF8&psc=1,/Varta-Rechargeable-vorgeladener-wiederaufladbar-Memory-Effekt-Chrom-Gr%C3%BCn/dp/B000EGQT78?_encoding=UTF8&psc=1,/Varta-Rechargeable-vorgeladener-wiederaufladbar-Memory-Effekt-Chrom-Gr%C3%BCn/dp/B000EGQT78?_encoding=UTF8&psc=1",,,"6,09 €,(1,52 € / Stück)",
"/Anker-Zigarettenanz%C3%BCnder-Ladeger%C3%A4t-PowerDrive-LED-Licht-Black/dp/B07PGT7LSR?_encoding=UTF8&psc=1,/product-reviews/B07PGT7LSR,/product-reviews/B07PGT7LSR,/Anker-Zigarettenanz%C3%BCnder-Ladeger%C3%A4t-PowerDrive-LED-Licht-Black/dp/B07PGT7LSR?_encoding=UTF8&psc=1",39,"4,6 von 5 Sternen","7,99 €","
            Anker Zigarettenanzünder USB Ladegerät Metall Mini Kfz Ladegerät PowerDrive 2 Alloy 24W 4.8A Duales USB Auto Ladegerät mit LED-Licht für iPhone XR/Xs/Max/X/8/7/,iPad Pro/Air 2/Mini,Galaxy,LG,HTC usw.
        "
"/Wandhalterung-Schwenkbare-Halterung-Fernseher-400x400mm-Schwenkbar-Neigbar-400x400-6-Arme/dp/B07KF9TC3J?_encoding=UTF8&psc=1,/Wandhalterung-Schwenkbare-Halterung-Fernseher-400x400mm-Schwenkbar-Neigbar-400x400-6-Arme/dp/B07KF9TC3J?_encoding=UTF8&psc=1",,,"29,99 €",
"/Transparent-Bumper-Style-Handyh%C3%BClle-Durchsichtige-Schutzh%C3%BClle-Liquid-Crystal/dp/B01GIVX1YG?_encoding=UTF8&psc=1,/product-reviews/B01GIVX1YG,/product-reviews/B01GIVX1YG,/Transparent-Bumper-Style-Handyh%C3%BClle-Durchsichtige-Schutzh%C3%BClle-Liquid-Crystal/dp/B01GIVX1YG?_encoding=UTF8&psc=1",608,"4,4 von 5 Sternen","6,99 €","
            Spigen 042CS20435 Liquid Crystal Kompatibel mit iPhone 8/7 Hülle, Transparent TPU Silikon Handyhülle Durchsichtige Schutzhülle Case Crystal Clear
        "
"/AmazonBasics-Hochgeschwindigkeits-HDMI-Kabel-2-0-Ethernet-4K-Videowiedergabe-Schwarz/dp/B014I8SIJY?_encoding=UTF8&psc=1,/AmazonBasics-Hochgeschwindigkeits-HDMI-Kabel-2-0-Ethernet-4K-Videowiedergabe-Schwarz/dp/B014I8SIJY?_encoding=UTF8&psc=1",,,"5,39 €",
"/KLIM-Fusion-Audio-Kopfh%C3%B6rer-Ear-Kopfh%C3%B6rer-Schwarz/dp/B0736SCQ4X?_encoding=UTF8&psc=1,/product-reviews/B0736SCQ4X,/product-reviews/B0736SCQ4X,/KLIM-Fusion-Audio-Kopfh%C3%B6rer-Ear-Kopfh%C3%B6rer-Schwarz/dp/B0736SCQ4X?_encoding=UTF8&psc=1",4.698,"4,2 von 5 Sternen","19,90 €","
            KLIM Fusion High Quality Audio Kopfhörer - Langlebig - Innovativ: In-Ear-Kopfhörer mit Memory Foam - Neue 2019 Version - Schwarz
        "
"/Neueste%E3%80%91Antimi-Bluetooth-Kopfh%C3%B6rer-Cancelling-Wasserdicht-Schwarz/dp/B07MGG1G4L?_encoding=UTF8&psc=1,/Neueste%E3%80%91Antimi-Bluetooth-Kopfh%C3%B6rer-Cancelling-Wasserdicht-Schwarz/dp/B07MGG1G4L?_encoding=UTF8&psc=1",,,"45,99 €",
"/AmazonBasics-Adapterkabel-HDMI-auf-DVI-Schwarz/dp/B014I8UQJY?_encoding=UTF8&psc=1,/product-reviews/B014I8UQJY,/product-reviews/B014I8UQJY,/AmazonBasics-Adapterkabel-HDMI-auf-DVI-Schwarz/dp/B014I8UQJY?_encoding=UTF8&psc=1",620,"4,7 von 5 Sternen","6,89 €","
            AmazonBasics HDMI-zu-DVI-Adapterkabel, (neuester Standard)-1,83 meter, (Nicht für den Anschluss an SCART- oder VGA-Anschlüsse)
        "
"/Anker-PowerCore-Externer-Powerbank-Ladeger%C3%A4t-Schwarz/dp/B01CU1EC6Y?_encoding=UTF8&psc=1,/product-reviews/B01CU1EC6Y,/product-reviews/B01CU1EC6Y,/Anker-PowerCore-Externer-Powerbank-Ladeger%C3%A4t-Schwarz/dp/B01CU1EC6Y?_encoding=UTF8&psc=1",2.400,"4,4 von 5 Sternen","13,99 €","
            Anker PowerCore 5000mAh Externer Akku, Kompakte Powerbank, Handy Ladegerät mit PowerIQ für iPhone XS Max/XR/XS/X / 8/8 Plus / 7 / 6s / 6 Plus, iPad, Samsung Galaxy und viele mehr (in Schwarz)
        "
"/amazon-echo-flex-smarter-plug-in-lautsprecher-mit-alexa/dp/B07PFG54H7?_encoding=UTF8&psc=1,/amazon-echo-flex-smarter-plug-in-lautsprecher-mit-alexa/dp/B07PFG54H7?_encoding=UTF8&psc=1",,,"29,99 €",
"/Sony-WH-1000XM3-Cancelling-Headphones-Schnellladefunktion-Schwarz/dp/B07GDR2LYK?_encoding=UTF8&psc=1,/product-reviews/B07GDR2LYK,/product-reviews/B07GDR2LYK,/Sony-WH-1000XM3-Cancelling-Headphones-Schnellladefunktion-Schwarz/dp/B07GDR2LYK?_encoding=UTF8&psc=1",751,"4,4 von 5 Sternen","279,00 €","
            Sony WH-1000XM3 Bluetooth Noise Cancelling Kopfhörer (30h Akku, Touch Sensor, Headphones Connect App, Schnellladefunktion, Amazon Alexa) schwarz
        "
"/Raspberry-Pi-ARM-Cortex-A72-Bluetooth-Micro-HDMI/dp/B07TC2BK1X?_encoding=UTF8&psc=1,/product-reviews/B07TC2BK1X,/product-reviews/B07TC2BK1X,/Raspberry-Pi-ARM-Cortex-A72-Bluetooth-Micro-HDMI/dp/B07TC2BK1X?_encoding=UTF8&psc=1",14,"4,1 von 5 Sternen","64,50 €","
            Raspberry Pi 4 Modell B 4GB ARM-Cortex-A72 4X 1,50GHz, 4GB RAM, WLAN-ac, Bluetooth 5, LAN, 4X USB, 2X Micro-HDMI
        "
"/Logitech-Marathon-M705-Jahren-Batterielebensdauer/dp/B003STDR1E?_encoding=UTF8&psc=1,/Logitech-Marathon-M705-Jahren-Batterielebensdauer/dp/B003STDR1E?_encoding=UTF8&psc=1",,,"28,99 €",
"/Duracell-Plus-Power-Alkaline-Batterien/dp/B009WU0LWG?_encoding=UTF8&psc=1,/product-reviews/B009WU0LWG,/product-reviews/B009WU0LWG,/Duracell-Plus-Power-Alkaline-Batterien/dp/B009WU0LWG?_encoding=UTF8&psc=1",994,"4,4 von 5 Sternen","10,36 €","
            Duracell Plus AA Mignon Alkaline Batterien LR6, 20er Pack
        "
"/JBL-Wasserdichte-Lautsprecher-Freisprechfunktion-Sprachassistent/dp/B01N1RZC7S?_encoding=UTF8&psc=1,/JBL-Wasserdichte-Lautsprecher-Freisprechfunktion-Sprachassistent/dp/B01N1RZC7S?_encoding=UTF8&psc=1",,,"69,99 €",
"/Humixx-Schutzfolie-Anti-Fingerabdruck-Anti-Scratch-FederLeicht/dp/B01MZB1D2B?_encoding=UTF8&psc=1,/product-reviews/B01MZB1D2B,/product-reviews/B01MZB1D2B,/Humixx-Schutzfolie-Anti-Fingerabdruck-Anti-Scratch-FederLeicht/dp/B01MZB1D2B?_encoding=UTF8&psc=1",1.398,"4,5 von 5 Sternen","11,99 €","
            humixx iPhone 8 Hülle, iPhone 7 Hülle, Anti-Fingerabdruck, Anti-Scratch Feinmatt federleicht Hülle Bumper Cover Schutz Tasche Schale Hardcase für iPhone 8/7-Schwarz
        "
"/Samsung-Modulares-Ladeger%C3%A4t-Ladekabel-ETA-U90EWE/dp/B01EXN3E2U?_encoding=UTF8&psc=1,/product-reviews/B01EXN3E2U,/product-reviews/B01EXN3E2U,/Samsung-Modulares-Ladeger%C3%A4t-Ladekabel-ETA-U90EWE/dp/B01EXN3E2U?_encoding=UTF8&psc=1",192,"3,9 von 5 Sternen","6,99 €","
            Samsung Ladegerät + Kabel Original ETAU-90 für Galaxy S2 S3 S4 S5 S6 Note
        "
